Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2330,CA-2024-101368,2024-03-01,2024-03-06,Standard Class,PL-10383,Mary Ramirez,Corporate,United States,Denver,Colorado,80202,West,FUR-TA-10001384,Furniture,Tables,Brother Computer Desk v12.6,6730.7,5,0.0,134.61
2331,CA-2024-101369,2024-10-14,2024-10-14,Same Day,CH-10690,Elizabeth Lee,Consumer,United States,Seattle,Washington,98101,West,FUR-TA-10001381,Furniture,Tables,Brother Training Table v9.1,1523.35,1,0.2,-342.76
2332,CA-2023-101370,2023-06-13,2023-06-17,Second Class,JS-10546,Daniel Gonzalez,Corporate,United States,Philadelphia,Pennsylvania,19104,East,OFF-ST-10001157,Office Supplies,Storage,Logitech Heavy Duty Shelving v1.6,136.75,1,0.6,-143.58
2333,CA-2023-101370,2023-06-13,2023-06-17,Second Class,JS-10546,Daniel Gonzalez,Corporate,United States,Philadelphia,Pennsylvania,19104,East,TEC-MA-10001068,Technology,Machines,Dell Laser Engraver v11.6,1428.51,1,0.0,171.42
2334,CA-2023-101370,2023-06-13,2023-06-17,Second Class,JS-10546,Daniel Gonzalez,Corporate,United States,Philadelphia,Pennsylvania,19104,East,FUR-FU-10001330,Furniture,Furnishings,Sauder Desk Lamp v8.7,21.7,1,0.6,-21.7
2335,CA-2023-101370,2023-06-13,2023-06-17,Second Class,JS-10546,Daniel Gonzalez,Corporate,United States,Philadelphia,Pennsylvania,19104,East,OFF-ST-10001161,Office Supplies,Storage,Hon Stacking Drawers v12.1,190.88,2,0.6,-200.42
2336,CA-2023-101370,2023-06-13,2023-06-17,Second Class,JS-10546,Daniel Gonzalez,Corporate,United States,Philadelphia,Pennsylvania,19104,East,OFF-AP-10001178,Office Supplies,Appliances,Sauder Compact Refrigerator v3.9,576.48,2,0.0,126.83
2337,CA-2024-101371,2024-11-02,2024-11-03,First Class,PL-10139,David Johnson,Home Office,United States,Louisville,Kentucky,40202,South,OFF-PA-10001105,Office Supplies,Paper,Xerox Multipurpose Cardstock v6.4,30.33,1,0.0,12.13
2338,CA-2024-101371,2024-11-02,2024-11-03,First Class,PL-10139,David Johnson,Home Office,United States,Louisville,Kentucky,40202,South,OFF-FA-10001205,Office Supplies,Fasteners,Logitech Staples v7.9,2.92,2,0.1,0.81
2339,CA-2025-101372,2025-10-13,2025-10-13,Same Day,AR-10776,Susan Moore,Home Office,United States,Miami,Florida,33101,South,OFF-EN-10001225,Office Supplies,Envelopes,Xerox Security Tint Envelopes v11.4,5.01,1,0.0,1.75
2340,CA-2025-101373,2025-11-09,2025-11-11,Second Class,AR-10411,Thomas Lewis,Consumer,United States,Boston,Massachusetts,02108,East,FUR-FU-10001316,Furniture,Furnishings,Avery Wastebasket v12.7,121.99,1,0.0,24.4
2341,CA-2024-101374,2024-11-14,2024-11-14,Same Day,AR-10770,Betty Taylor,Corporate,United States,Austin,Texas,78701,Central,FUR-FU-10001324,Furniture,Furnishings,Apple Wastebasket v11.3,309.88,5,0.2,0.0
2342,CA-2024-101375,2024-05-19,2024-05-19,Same Day,TB-10343,John Clark,Home Office,United States,Minneapolis,Minnesota,55401,Central,OFF-BI-10001122,Office Supplies,Binders,Wilson Jones Heavy Duty View Binder v11.1,38.73,1,0.0,17.43
2343,CA-2024-101375,2024-05-19,2024-05-19,Same Day,TB-10343,John Clark,Home Office,United States,Minneapolis,Minnesota,55401,Central,FUR-CH-10001299,Furniture,Chairs-Ergonomic,Avery Active Sitting Stool v12.2,344.67,1,0.15,12.17
2344,CA-2023-101376,2023-07-27,2023-07-27,Same Day,PL-10253,Anthony Taylor,Corporate,United States,Pittsburgh,Pennsylvania,15201,East,FUR-CH-10001314,Furniture,Chairs-Ergonomic,Sauder Premium Kneeling Chair v5.1,343.57,3,0.8,-1065.08
2345,CA-2023-101376,2023-07-27,2023-07-27,Same Day,PL-10253,Anthony Taylor,Corporate,United States,Pittsburgh,Pennsylvania,15201,East,TEC-PH-10001021,Technology,Phones,BIC Office Phone v10.3,631.69,1,0.0,157.92
2346,CA-2023-101376,2023-07-27,2023-07-27,Same Day,PL-10253,Anthony Taylor,Corporate,United States,Pittsburgh,Pennsylvania,15201,East,FUR-FU-10001337,Furniture,Furnishings,Wilson Jones Desk Lamp v6.5,126.18,1,0.0,25.24
2347,CA-2023-101376,2023-07-27,2023-07-27,Same Day,PL-10253,Anthony Taylor,Corporate,United States,Pittsburgh,Pennsylvania,15201,East,TEC-MA-10001068,Technology,Machines,Dell Laser Engraver v11.6,571.4,2,0.8,-1942.78
2348,CA-2025-101377,2025-02-13,2025-02-16,Second Class,JS-10352,Christopher Lopez,Home Office,United States,Philadelphia,Pennsylvania,19104,East,TEC-AC-10001042,Technology,Accessories,Samsung USB-C Hub v1.6,77.13,1,0.2,0.0
2349,CA-2025-101378,2025-04-24,2025-04-24,Same Day,MD-10108,David Brown,Consumer,United States,San Diego,California,92101,West,OFF-ST-10001165,Office Supplies,Storage,Avery Mobile Filing Cabinet v2.3,60.66,1,0.1,5.39
2350,CA-2025-101378,2025-04-24,2025-04-24,Same Day,MD-10108,David Brown,Consumer,United States,San Diego,California,92101,West,FUR-FU-10001324,Furniture,Furnishings,Apple Wastebasket v11.3,309.88,4,0.0,61.98
2351,CA-2025-101378,2025-04-24,2025-04-24,Same Day,MD-10108,David Brown,Consumer,United States,San Diego,California,92101,West,OFF-PA-10001104,Office Supplies,Paper,Fellowes Photo Paper v4.6,53.49,1,0.2,13.37
2352,CA-2025-101378,2025-04-24,2025-04-24,Same Day,MD-10108,David Brown,Consumer,United States,San Diego,California,92101,West,OFF-ST-10001171,Office Supplies,Storage,Wilson Jones Heavy Duty Shelving v7.8,169.25,5,0.0,30.46
2353,CA-2023-101379,2023-01-03,2023-01-08,Standard Class,AR-10220,Richard Smith,Corporate,United States,Columbus,Ohio,43215,East,OFF-FA-10001214,Office Supplies,Fasteners,Canon Paper Clips v5.0,7.06,1,0.0,2.47
2354,CA-2025-101380,2025-11-08,2025-11-10,First Class,TB-10270,Matthew Gonzalez,Corporate,United States,Detroit,Michigan,48201,Central,OFF-SU-10001270,Office Supplies,Supplies,Avery Tape Dispenser v7.6,149.98,2,0.0,15.0
2355,CA-2023-101381,2023-04-02,2023-04-03,First Class,AR-10412,Richard Clark,Corporate,United States,Minneapolis,Minnesota,55401,Central,TEC-CO-10001088,Technology,Copiers,Hon Digital Copier v1.7,4752.09,1,0.1,1320.02
2356,CA-2025-101382,2025-11-08,2025-11-10,First Class,HL-10277,Charles Lee,Corporate,United States,Los Angeles,California,90012,West,FUR-BO-10001361,Furniture,Bookcases,GBC Corner Bookshelf v12.0,466.92,1,0.5,-420.23
2357,CA-2024-101383,2024-11-04,2024-11-07,Second Class,ZC-10465,Lisa Clark,Home Office,United States,Austin,Texas,78701,Central,OFF-AR-10001136,Office Supplies,Art,Sauder Watercolor Set v10.0,52.62,3,0.0,15.79
2358,CA-2023-101384,2023-09-03,2023-09-03,Same Day,AR-10776,Susan Moore,Home Office,United States,Miami,Florida,33101,South,OFF-AR-10001138,Office Supplies,Art,Dell Permanent Markers v6.8,23.21,1,0.15,4.09
2359,CA-2023-101384,2023-09-03,2023-09-03,Same Day,AR-10776,Susan Moore,Home Office,United States,Miami,Florida,33101,South,FUR-TA-10001369,Furniture,Tables,Sauder Writing Desk v1.2,2615.14,2,0.3,-1046.06
2360,CA-2023-101384,2023-09-03,2023-09-03,Same Day,AR-10776,Susan Moore,Home Office,United States,Miami,Florida,33101,South,TEC-PH-10001017,Technology,Phones,Apple Smartphone v4.3,3664.32,4,0.0,916.08
2361,CA-2025-101385,2025-06-26,2025-06-30,Second Class,ZC-10368,Sandra Martin,Consumer,United States,Charlotte,North Carolina,28202,South,OFF-FA-10001207,Office Supplies,Fasteners,Xerox Binder Clips v6.1,5.52,1,0.0,1.93
2362,CA-2023-101386,2023-07-13,2023-07-16,Standard Class,TB-10009,Betty Ramirez,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,OFF-AP-10001178,Office Supplies,Appliances,Sauder Compact Refrigerator v3.9,172.94,3,0.8,-501.54
2363,CA-2023-101386,2023-07-13,2023-07-16,Standard Class,TB-10009,Betty Ramirez,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,OFF-PA-10001098,Office Supplies,Paper,Wilson Jones Recycled Copy Paper v12.5,67.14,1,0.0,26.86
2364,CA-2023-101386,2023-07-13,2023-07-16,Standard Class,TB-10009,Betty Ramirez,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,OFF-SU-10001262,Office Supplies,Supplies,BIC Heavy Duty Stapler v7.6,68.72,1,0.2,-8.59
2365,CA-2023-101386,2023-07-13,2023-07-16,Standard Class,TB-10009,Betty Ramirez,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,FUR-FU-10001326,Furniture,Furnishings,Dell Desktop Organizer v8.7,131.72,1,0.0,26.34
2366,CA-2024-101387,2024-06-20,2024-06-22,Second Class,CH-10175,Robert Jones,Consumer,United States,New York,New York,10001,East,FUR-TA-10001370,Furniture,Tables,HP Computer Desk v11.4,846.02,1,0.2,-190.35
2367,CA-2024-101387,2024-06-20,2024-06-22,Second Class,CH-10175,Robert Jones,Consumer,United States,New York,New York,10001,East,FUR-FU-10001334,Furniture,Furnishings,Sauder Wall Clock v6.0,111.89,1,0.1,12.43
2368,CA-2023-101388,2023-05-16,2023-05-16,Same Day,AR-10725,Matthew Moore,Corporate,United States,Miami,Florida,33101,South,FUR-BO-10001360,Furniture,Bookcases,Fellowes Metal Bookcase v12.8,450.0,1,0.0,22.5
2369,CA-2023-101388,2023-05-16,2023-05-16,Same Day,AR-10725,Matthew Moore,Corporate,United States,Miami,Florida,33101,South,OFF-AR-10001139,Office Supplies,Art,Avery Sketchbook v6.2,30.59,1,0.2,3.82
2370,CA-2023-101389,2023-06-04,2023-06-05,First Class,MD-10495,Sandra Lopez,Corporate,United States,Nashville,Tennessee,37201,South,TEC-MA-10001073,Technology,Machines,Smead Binding Machine v10.6,9631.05,5,0.0,1155.73
2371,CA-2023-101389,2023-06-04,2023-06-05,First Class,MD-10495,Sandra Lopez,Corporate,United States,Nashville,Tennessee,37201,South,FUR-TA-10001384,Furniture,Tables,Brother Computer Desk v12.6,2153.82,2,0.2,-484.61
2372,CA-2023-101389,2023-06-04,2023-06-05,First Class,MD-10495,Sandra Lopez,Corporate,United States,Nashville,Tennessee,37201,South,OFF-AR-10001141,Office Supplies,Art,Avery Watercolor Set v2.4,36.48,1,0.0,10.94
2373,CA-2023-101389,2023-06-04,2023-06-05,First Class,MD-10495,Sandra Lopez,Corporate,United States,Nashville,Tennessee,37201,South,FUR-CH-10001278,Furniture,Chairs,Xerox Mesh Task Chair v9.1,525.17,1,0.15,-0.0
2374,CA-2025-101390,2025-04-13,2025-04-14,First Class,AR-10182,Jessica Smith,Corporate,United States,Cleveland,Ohio,44114,East,OFF-AR-10001152,Office Supplies,Art,BIC Acrylic Paint Set v2.8,9.79,1,0.6,-7.34
2375,CA-2025-101390,2025-04-13,2025-04-14,First Class,AR-10182,Jessica Smith,Corporate,United States,Cleveland,Ohio,44114,East,TEC-MA-10001073,Technology,Machines,Smead Binding Machine v10.6,3081.94,2,0.2,-308.19
2376,CA-2025-101390,2025-04-13,2025-04-14,First Class,AR-10182,Jessica Smith,Corporate,United States,Cleveland,Ohio,44114,East,TEC-CO-10001094,Technology,Copiers,Fellowes High-Volume Color Copier v10.8,2180.69,1,0.0,763.24
2377,CA-2025-101390,2025-04-13,2025-04-14,First Class,AR-10182,Jessica Smith,Corporate,United States,Cleveland,Ohio,44114,East,OFF-AR-10001148,Office Supplies,Art,Wilson Jones Permanent Markers v12.5,47.25,3,0.0,14.18
2378,CA-2025-101390,2025-04-13,2025-04-14,First Class,AR-10182,Jessica Smith,Corporate,United States,Cleveland,Ohio,44114,East,TEC-PH-10001007,Technology,Phones,Bush Smartphone v1.8,611.09,1,0.2,38.2
2379,CA-2025-101391,2025-06-02,2025-06-04,Second Class,MD-10391,Sarah Rodriguez,Consumer,United States,Austin,Texas,78701,Central,TEC-CO-10001076,Technology,Copiers,BIC Multi-Function Copier v3.5,5188.94,1,0.2,972.92
2380,CA-2023-101392,2023-12-14,2023-12-20,Standard Class,MD-10156,John Johnson,Consumer,United States,Minneapolis,Minnesota,55401,Central,OFF-BI-10001121,Office Supplies,Binders,Global Heavy Duty View Binder v7.5,107.17,1,0.1,41.68
2381,CA-2023-101393,2023-10-05,2023-10-08,Second Class,TB-10370,Daniel Wilson,Consumer,United States,Minneapolis,Minnesota,55401,Central,FUR-CH-10001298,Furniture,Chairs-Ergonomic,Apple Active Sitting Stool v8.6,323.6,1,0.0,58.25
2382,CA-2023-101393,2023-10-05,2023-10-08,Second Class,TB-10370,Daniel Wilson,Consumer,United States,Minneapolis,Minnesota,55401,Central,TEC-PH-10001015,Technology,Phones,Xerox Smartphone v11.0,747.42,1,0.0,186.86
2383,CA-2023-101393,2023-10-05,2023-10-08,Second Class,TB-10370,Daniel Wilson,Consumer,United States,Minneapolis,Minnesota,55401,Central,TEC-PH-10001005,Technology,Phones,GBC Conference Phone v6.0,675.16,1,0.0,168.79
2384,CA-2023-101393,2023-10-05,2023-10-08,Second Class,TB-10370,Daniel Wilson,Consumer,United States,Minneapolis,Minnesota,55401,Central,OFF-ST-10001173,Office Supplies,Storage,Sauder Mobile Filing Cabinet v2.7,86.77,2,0.2,-2.17
2385,CA-2024-101394,2024-03-18,2024-03-20,Second Class,KA-10092,Nancy Ramirez,Consumer,United States,San Diego,California,92101,West,TEC-CO-10001087,Technology,Copiers,Apple Digital Copier v2.4,7155.93,1,0.0,2504.58
2386,CA-2024-101394,2024-03-18,2024-03-20,Second Class,KA-10092,Nancy Ramirez,Consumer,United States,San Diego,California,92101,West,TEC-CO-10001082,Technology,Copiers,Global Digital Copier v9.7,12464.7,3,0.0,4362.65
2387,CA-2025-101395,2025-11-09,2025-11-09,Same Day,KA-10078,Jane Lee,Home Office,United States,Pittsburgh,Pennsylvania,15201,East,TEC-CO-10001095,Technology,Copiers,BIC High-Volume Color Copier v10.4,3443.86,1,0.6,-2152.42
2388,CA-2024-101396,2024-06-03,2024-06-05,First Class,PL-10727,Nancy Harris,Home Office,United States,Dallas,Texas,75201,Central,OFF-LA-10001253,Office Supplies,Labels,HP File Folder Labels v12.3,9.96,2,0.4,-0.83
2389,CA-2024-101396,2024-06-03,2024-06-05,First Class,PL-10727,Nancy Harris,Home Office,United States,Dallas,Texas,75201,Central,TEC-MA-10001056,Technology,Machines,Hon Laser Engraver v11.9,5151.7,10,0.0,618.2
2390,CA-2024-101397,2024-09-19,2024-09-21,Second Class,MD-10056,David Taylor,Home Office,United States,Chicago,Illinois,60601,Central,OFF-AR-10001150,Office Supplies,Art,HP Sketchbook v4.8,49.13,1,0.0,14.74
2391,CA-2024-101397,2024-09-19,2024-09-21,Second Class,MD-10056,David Taylor,Home Office,United States,Chicago,Illinois,60601,Central,TEC-MA-10001067,Technology,Machines,Smead Binding Machine v8.3,4948.34,2,0.0,593.8
2392,CA-2024-101398,2024-12-02,2024-12-03,First Class,KA-10602,Thomas Anderson,Home Office,United States,Detroit,Michigan,48201,Central,FUR-TA-10001375,Furniture,Tables,GBC Adjustable Standing Desk v9.0,1014.27,4,0.3,-405.71
2393,CA-2024-101399,2024-09-16,2024-09-16,Same Day,JS-10457,Richard Garcia,Home Office,United States,New York,New York,10001,East,OFF-AP-10001192,Office Supplies,Appliances,Dell Microwave Oven v4.9,224.9,1,0.0,49.48
2394,CA-2024-101399,2024-09-16,2024-09-16,Same Day,JS-10457,Richard Garcia,Home Office,United States,New York,New York,10001,East,FUR-FU-10001315,Furniture,Furnishings,Dell Desk Lamp v7.6,289.44,2,0.0,57.89
2395,CA-2024-101399,2024-09-16,2024-09-16,Same Day,JS-10457,Richard Garcia,Home Office,United States,New York,New York,10001,East,TEC-PH-10001011,Technology,Phones,Hon Wireless Handset v7.1,397.03,1,0.15,46.71
2396,CA-2025-101400,2025-08-21,2025-08-21,Same Day,PL-10668,Susan Taylor,Home Office,United States,Nashville,Tennessee,37201,South,OFF-AR-10001153,Office Supplies,Art,Hon Sketchbook v5.9,63.79,2,0.2,7.97
2397,CA-2025-101400,2025-08-21,2025-08-21,Same Day,PL-10668,Susan Taylor,Home Office,United States,Nashville,Tennessee,37201,South,FUR-TA-10001368,Furniture,Tables,Samsung Writing Desk v10.4,320.88,2,0.0,6.42
2398,CA-2024-101401,2024-12-07,2024-12-08,First Class,ZC-10368,Sandra Martin,Consumer,United States,Charlotte,North Carolina,28202,South,TEC-MA-10001067,Technology,Machines,Smead Binding Machine v8.3,2474.17,1,0.0,296.9
2399,CA-2023-101402,2023-08-15,2023-08-19,Standard Class,ZC-10550,Michael Johnson,Corporate,United States,Portland,Oregon,97201,West,OFF-SU-10001276,Office Supplies,Supplies,Smead Heavy Duty Stapler v5.9,296.37,10,0.1,0.0
2400,CA-2023-101402,2023-08-15,2023-08-19,Standard Class,ZC-10550,Michael Johnson,Corporate,United States,Portland,Oregon,97201,West,OFF-FA-10001207,Office Supplies,Fasteners,Xerox Binder Clips v6.1,9.94,2,0.1,2.76
2401,CA-2025-101403,2025-04-27,2025-04-27,Same Day,TB-10570,Linda Anderson,Home Office,United States,New York,New York,10001,East,OFF-SU-10001263,Office Supplies,Supplies,Sauder Heavy Duty Stapler v4.7,33.7,1,0.0,3.37
2402,CA-2025-101403,2025-04-27,2025-04-27,Same Day,TB-10570,Linda Anderson,Home Office,United States,New York,New York,10001,East,FUR-BO-10001345,Furniture,Bookcases,Fellowes Library Shelving v10.7,931.93,1,0.0,46.6
2403,CA-2024-101404,2024-07-05,2024-07-09,Standard Class,PL-10266,Daniel Jones,Corporate,United States,Denver,Colorado,80202,West,FUR-FU-10001336,Furniture,Furnishings,Hon Wastebasket v2.1,232.6,2,0.0,46.52
2404,CA-2025-101405,2025-10-01,2025-10-03,Second Class,ZC-10581,Thomas Harris,Consumer,United States,Austin,Texas,78701,Central,TEC-PH-10001022,Technology,Phones,Global Wireless Handset v7.2,493.15,1,0.4,-123.29
2405,CA-2025-101406,2025-12-19,2025-12-22,Second Class,PL-10787,Matthew Martin,Home Office,United States,Chicago,Illinois,60601,Central,FUR-TA-10001373,Furniture,Tables,Fellowes Computer Desk v7.1,796.4,1,0.0,15.93
2406,CA-2025-101406,2025-12-19,2025-12-22,Second Class,PL-10787,Matthew Martin,Home Office,United States,Chicago,Illinois,60601,Central,FUR-FU-10001320,Furniture,Furnishings,Logitech Floor Mat v8.7,20.65,1,0.2,0.0
2407,CA-2024-101407,2024-07-07,2024-07-09,Second Class,KA-10041,Nancy Lewis,Home Office,United States,Richmond,Virginia,23219,South,OFF-SU-10001270,Office Supplies,Supplies,Avery Tape Dispenser v7.6,74.99,1,0.0,7.5
2408,CA-2024-101408,2024-01-19,2024-01-21,Second Class,MD-10010,Matthew Wilson,Corporate,United States,San Diego,California,92101,West,OFF-PA-10001102,Office Supplies,Paper,Hon Photo Paper v8.5,194.6,4,0.0,77.84
2409,CA-2024-101408,2024-01-19,2024-01-21,Second Class,MD-10010,Matthew Wilson,Corporate,United States,San Diego,California,92101,West,FUR-TA-10001380,Furniture,Tables,Sauder Adjustable Standing Desk v1.4,905.91,1,0.5,-869.67
2410,CA-2024-101408,2024-01-19,2024-01-21,Second Class,MD-10010,Matthew Wilson,Corporate,United States,San Diego,California,92101,West,FUR-TA-10001372,Furniture,Tables,Dell Computer Desk v2.8,444.84,1,0.0,8.9
2411,CA-2024-101408,2024-01-19,2024-01-21,Second Class,MD-10010,Matthew Wilson,Corporate,United States,San Diego,California,92101,West,OFF-LA-10001251,Office Supplies,Labels,Global Shipping Labels v9.9,2.67,1,0.0,0.93
2412,CA-2024-101408,2024-01-19,2024-01-21,Second Class,MD-10010,Matthew Wilson,Corporate,United States,San Diego,California,92101,West,FUR-BO-10001351,Furniture,Bookcases,Fellowes Metal Bookcase v4.3,529.4,1,0.2,-99.26
2413,CA-2023-101409,2023-07-04,2023-07-04,Same Day,AR-10122,Karen White,Consumer,United States,Detroit,Michigan,48201,Central,TEC-PH-10001011,Technology,Phones,Hon Wireless Handset v7.1,1985.13,5,0.15,233.54
2414,CA-2023-101409,2023-07-04,2023-07-04,Same Day,AR-10122,Karen White,Consumer,United States,Detroit,Michigan,48201,Central,FUR-CH-10001296,Furniture,Chairs-Ergonomic,Avery Premium Kneeling Chair v10.0,714.53,1,0.1,63.52
2415,CA-2023-101410,2023-11-08,2023-11-08,Same Day,KA-10143,Lisa Lewis,Corporate,United States,Atlanta,Georgia,30303,South,OFF-EN-10001233,Office Supplies,Envelopes,HP Self-Seal Envelopes v2.7,15.42,2,0.0,5.4
2416,CA-2025-101411,2025-12-25,2025-12-25,Same Day,KA-10592,Sarah Moore,Corporate,United States,New York,New York,10001,East,FUR-FU-10001316,Furniture,Furnishings,Avery Wastebasket v12.7,121.99,1,0.0,24.4
2417,CA-2025-101411,2025-12-25,2025-12-25,Same Day,KA-10592,Sarah Moore,Corporate,United States,New York,New York,10001,East,TEC-PH-10001022,Technology,Phones,Global Wireless Handset v7.2,1643.84,2,0.0,410.96
2418,CA-2025-101412,2025-05-20,2025-05-20,Same Day,PL-10265,Susan Brown,Home Office,United States,Columbus,Ohio,43215,East,TEC-AC-10001025,Technology,Accessories,Smead Wireless Mouse v11.4,120.13,1,0.4,-40.05
2419,CA-2025-101413,2025-11-20,2025-11-23,Second Class,PL-10225,Robert Davis,Home Office,United States,Richmond,Virginia,23219,South,TEC-AC-10001049,Technology,Accessories,Fellowes Mechanical Keyboard v11.8,52.38,2,0.0,10.48
2420,CA-2025-101414,2025-07-01,2025-07-06,Standard Class,TB-10099,Thomas Hernandez,Consumer,United States,Detroit,Michigan,48201,Central,FUR-CH-10001309,Furniture,Chairs-Ergonomic,Apple Active Sitting Stool v11.3,1313.5,2,0.0,236.43
2421,CA-2024-101415,2024-06-14,2024-06-15,First Class,ZC-10145,Joseph Thompson,Corporate,United States,Dallas,Texas,75201,Central,TEC-CO-10001096,Technology,Copiers,GBC Digital Copier v2.2,6955.78,1,0.2,1304.21
2422,CA-2024-101415,2024-06-14,2024-06-15,First Class,ZC-10145,Joseph Thompson,Corporate,United States,Dallas,Texas,75201,Central,FUR-FU-10001325,Furniture,Furnishings,Global Floor Mat v9.9,14.11,1,0.2,-0.0
2423,CA-2024-101415,2024-06-14,2024-06-15,First Class,ZC-10145,Joseph Thompson,Corporate,United States,Dallas,Texas,75201,Central,OFF-BI-10001133,Office Supplies,Binders,GBC Clear Cove Binder v3.8,50.36,1,0.0,22.66
2424,CA-2024-101415,2024-06-14,2024-06-15,First Class,ZC-10145,Joseph Thompson,Corporate,United States,Dallas,Texas,75201,Central,FUR-BO-10001340,Furniture,Bookcases,Apple Corner Bookshelf v10.3,134.4,1,0.5,-120.95
2425,CA-2024-101416,2024-05-27,2024-05-29,First Class,TB-10721,Matthew Brown,Home Office,United States,Charlotte,North Carolina,28202,South,TEC-MA-10001075,Technology,Machines,BIC 3D Printer v11.2,2428.56,2,0.0,291.43
2426,CA-2023-101417,2023-10-10,2023-10-14,Standard Class,AR-10660,Christopher Martinez,Home Office,United States,Richmond,Virginia,23219,South,OFF-SU-10001276,Office Supplies,Supplies,Smead Heavy Duty Stapler v5.9,65.86,2,0.0,6.59
2427,CA-2023-101417,2023-10-10,2023-10-14,Standard Class,AR-10660,Christopher Martinez,Home Office,United States,Richmond,Virginia,23219,South,TEC-AC-10001046,Technology,Accessories,Smead USB-C Hub v12.7,242.59,1,0.0,48.52
2428,CA-2023-101418,2023-11-02,2023-11-04,Second Class,JS-10401,Jane Thomas,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-LA-10001256,Office Supplies,Labels,Xerox File Folder Labels v6.2,63.81,3,0.0,22.33
2429,CA-2025-101419,2025-08-15,2025-08-18,Second Class,ZC-10368,Sandra Martin,Consumer,United States,Charlotte,North Carolina,28202,South,OFF-PA-10001113,Office Supplies,Paper,Wilson Jones Photo Paper v1.0,57.17,1,0.0,22.87
2430,CA-2023-101420,2023-01-18,2023-01-22,Standard Class,PL-10164,Sandra Ramirez,Consumer,United States,Cleveland,Ohio,44114,East,OFF-ST-10001169,Office Supplies,Storage,Apple Plastic Storage Bin v3.4,333.16,1,0.0,59.97
2431,CA-2023-101421,2023-12-28,2023-12-29,First Class,HL-10336,Donald Martinez,Home Office,United States,Boston,Massachusetts,02108,East,OFF-FA-10001203,Office Supplies,Fasteners,Hon Binder Clips v11.9,16.47,1,0.0,5.76
2432,CA-2024-101422,2024-03-24,2024-03-24,Same Day,KA-10437,Donald Johnson,Consumer,United States,Atlanta,Georgia,30303,South,TEC-AC-10001043,Technology,Accessories,Global USB-C Hub v8.5,119.04,1,0.0,23.81
2433,CA-2023-101423,2023-10-21,2023-10-25,Standard Class,AR-10031,Donald Robinson,Home Office,United States,Nashville,Tennessee,37201,South,TEC-MA-10001065,Technology,Machines,Apple 3D Printer v6.1,3456.9,2,0.2,-345.69
2434,CA-2025-101424,2025-05-24,2025-05-26,Second Class,KA-10092,Nancy Ramirez,Consumer,United States,San Diego,California,92101,West,OFF-BI-10001135,Office Supplies,Binders,Wilson Jones Ring Binder v4.1,277.68,2,0.0,124.96
2435,CA-2025-101424,2025-05-24,2025-05-26,Second Class,KA-10092,Nancy Ramirez,Consumer,United States,San Diego,California,92101,West,OFF-SU-10001272,Office Supplies,Supplies,Xerox Heavy Duty Stapler v9.4,170.62,2,0.0,17.06
2436,CA-2024-101425,2024-10-27,2024-10-29,First Class,ZC-10791,Linda Rodriguez,Corporate,United States,Dallas,Texas,75201,Central,TEC-PH-10001023,Technology,Phones,Canon Wireless Handset v1.1,2086.12,5,0.2,130.38
2437,CA-2023-101426,2023-12-30,2023-12-30,Same Day,PL-10451,Charles Moore,Home Office,United States,San Diego,California,92101,West,FUR-FU-10001324,Furniture,Furnishings,Apple Wastebasket v11.3,154.94,2,0.0,30.99
2438,CA-2023-101426,2023-12-30,2023-12-30,Same Day,PL-10451,Charles Moore,Home Office,United States,San Diego,California,92101,West,OFF-AR-10001153,Office Supplies,Art,Hon Sketchbook v5.9,39.87,1,0.0,11.96
2439,CA-2023-101426,2023-12-30,2023-12-30,Same Day,PL-10451,Charles Moore,Home Office,United States,San Diego,California,92101,West,OFF-FA-10001196,Office Supplies,Fasteners,Logitech Staples v8.0,14.6,2,0.0,5.11
2440,CA-2023-101426,2023-12-30,2023-12-30,Same Day,PL-10451,Charles Moore,Home Office,United States,San Diego,California,92101,West,TEC-PH-10001012,Technology,Phones,Global Conference Phone v10.3,892.53,1,0.1,148.75
2441,CA-2023-101426,2023-12-30,2023-12-30,Same Day,PL-10451,Charles Moore,Home Office,United States,San Diego,California,92101,West,TEC-MA-10001054,Technology,Machines,Global Binding Machine v9.0,2455.87,1,0.0,294.7
2442,CA-2024-101427,2024-04-26,2024-05-02,Standard Class,AR-10432,Robert Jones,Home Office,United States,Charlotte,North Carolina,28202,South,OFF-SU-10001273,Office Supplies,Supplies,Fellowes Paper Trimmer v5.1,49.72,1,0.0,4.97
2443,CA-2024-101427,2024-04-26,2024-05-02,Standard Class,AR-10432,Robert Jones,Home Office,United States,Charlotte,North Carolina,28202,South,TEC-CO-10001086,Technology,Copiers,Sauder Digital Copier v12.7,15923.25,3,0.0,5573.14
2444,CA-2024-101427,2024-04-26,2024-05-02,Standard Class,AR-10432,Robert Jones,Home Office,United States,Charlotte,North Carolina,28202,South,TEC-CO-10001083,Technology,Copiers,Xerox High-Volume Color Copier v12.7,4807.34,1,0.0,1682.57
